set,media,pair_id,user_set_order,user_trial_order,user_id,user_larger,user_slider,slider_start,slider_clicks,clicks_3dd,start_time,end_time,block,system_time,trial_diff_with_block,stage,is_218_student,data_consent,user_age,user_gender,user_education,user_reason,user_unique,z,true_ratio,true_larger,q1_correct,q2_signed_error,q2_abs_error,q2_cm_error
set2,2dd,5,5,18,1eefdea0963b6bee526cb69c52ceb769,Both values are the same,99.4,36.14104844164103,1,0,1758306874.1169326,1758306883.3064706,7,1758306071.929565,802.1873676776886,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,You've Got Mail,50,1,Both values are the same,TRUE,-0.5999999999999943,0.5999999999999943,-0.46394709975980153
set2,3dd,2,3,12,03e6066b40eaa37f0757544d2b63c4c7,R,63,19.42137097939849,1,1,1758306878.5098233,1758306887.8333664,18,1758306728.7135794,149.79624390602112,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,50,0.6666666666666667,R,TRUE,-3.6666666666666714,3.6666666666666714,1.9228321394775418
set2,2dd,6,5,19,1eefdea0963b6bee526cb69c52ceb769,Both values are the same,99.4,19.41522266715765,1,0,1758306883.32412,1758306893.3197484,7,1758306071.929565,811.3945550918579,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,You've Got Mail,56.25,0.8888888888888888,m,FALSE,10.51111111111112,10.51111111111112,3.410898848520487
set2,2dd,2,5,20,1eefdea0963b6bee526cb69c52ceb769,R,80,3.066180204041302,1,0,1758306893.332745,1758306906.5536346,7,1758306071.929565,821.4031801223755,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,You've Got Mail,50,0.6666666666666667,R,TRUE,13.333333333333329,13.333333333333329,3.7504278539727682
set1,3dp,4,4,13,03e6066b40eaa37f0757544d2b63c4c7,h,54.1,13.74777052551508,1,0,1758306887.845542,1758306908.1290774,18,1758306728.7135794,159.1319625377655,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,50,0.8888888888888888,h,TRUE,-34.788888888888884,34.788888888888884,5.125729155537434
set1,3dp,3,4,14,03e6066b40eaa37f0757544d2b63c4c7,g,53.7,86.90436037722975,1,0,1758306908.1403413,1758306915.9919393,18,1758306728.7135794,179.42676186561584,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,50,0.7777777777777779,g,TRUE,-24.077777777777783,24.077777777777783,4.597100731488234
set2,3dp,6,6,21,1eefdea0963b6bee526cb69c52ceb769,m,66.9,94.24286007415503,1,0,1758306906.5660024,1758306924.1254041,7,1758306071.929565,834.6364374160767,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,You've Got Mail,56.25,0.8888888888888888,m,TRUE,-21.98888888888888,21.98888888888888,4.466880850813261
set1,3dp,7,4,15,03e6066b40eaa37f0757544d2b63c4c7,q,72,4.815318621695042,2,0,1758306916.004695,1758306927.5926292,18,1758306728.7135794,187.29111552238464,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,64.28571428571428,0.7777777777777779,q,TRUE,-5.777777777777786,5.777777777777786,2.5613940295827535
set1,3dp,2,4,16,03e6066b40eaa37f0757544d2b63c4c7,R,56.3,28.141411347314715,1,0,1758306927.604782,1758306937.6514928,18,1758306728.7135794,198.89120268821716,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,50,0.6666666666666667,R,TRUE,-10.366666666666674,10.366666666666674,3.391171972110499
set2,3dp,2,6,22,1eefdea0963b6bee526cb69c52ceb769,R,28,96.20862861629575,1,0,1758306924.1365826,1758306937.7643342,7,1758306071.929565,852.207017660141,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,You've Got Mail,50,0.6666666666666667,R,TRUE,-38.66666666666667,38.66666666666667,5.2776748568376375
set1,3dd,3,5,17,03e6066b40eaa37f0757544d2b63c4c7,g,46.8,51.31966571789235,1,0,1758306937.6663888,1758306948.1791115,18,1758306728.7135794,208.95280933380127,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,50,0.7777777777777779,g,TRUE,-30.97777777777779,30.97777777777779,4.9589715275668995
set2,3dp,8,6,23,1eefdea0963b6bee526cb69c52ceb769,y,22.5,89.49410261120647,2,0,1758306937.7758954,1758306954.6875503,7,1758306071.929565,865.8463304042816,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,You've Got Mail,74.99999999999999,0.6666666666666667,y,TRUE,-44.16666666666667,44.16666666666667,5.4689633808099485
set1,3dd,2,5,18,03e6066b40eaa37f0757544d2b63c4c7,R,57.4,18.59737909398973,1,0,1758306948.191127,1758306956.2898662,18,1758306728.7135794,219.47754764556885,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,50,0.6666666666666667,R,TRUE,-9.266666666666673,9.266666666666673,3.2313812045637036
set1,3dd,4,5,19,03e6066b40eaa37f0757544d2b63c4c7,h,50.1,51.53440907597542,1,0,1758306956.3055623,1758306965.4370997,18,1758306728.7135794,227.5919828414917,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,50,0.8888888888888888,h,TRUE,-38.788888888888884,38.788888888888884,5.282213259221812
set2,3dp,5,6,24,1eefdea0963b6bee526cb69c52ceb769,Both values are the same,99.4,88.52734703104943,1,0,1758306954.6997104,1758306965.9697702,7,1758306071.929565,882.7701454162598,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,You've Got Mail,50,1,Both values are the same,TRUE,-0.5999999999999943,0.5999999999999943,-0.46394709975980153
set1,3dd,7,5,20,03e6066b40eaa37f0757544d2b63c4c7,q,68.6,65.74691436253488,1,0,1758306965.4483404,1758306974.2600653,18,1758306728.7135794,236.73476099967957,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,64.28571428571428,0.7777777777777779,q,TRUE,-9.177777777777791,9.177777777777791,3.217661564377043
set2,3dp,4,6,21,03e6066b40eaa37f0757544d2b63c4c7,h,48.9,65.07297847419977,1,0,1758306974.2716584,1758306983.368849,18,1758306728.7135794,245.55807900428772,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,50,0.8888888888888888,H,FALSE,-39.98888888888889,39.98888888888889,5.326029931614414
set2,3dp,7,6,22,03e6066b40eaa37f0757544d2b63c4c7,q,67.5,23.405526345595717,1,0,1758306983.3800113,1758307001.0729725,18,1758306728.7135794,254.6664319038391,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,64.28571428571428,0.7777777777777779,q,TRUE,-10.277777777777786,10.277777777777786,3.37889690701644
set2,3dp,3,6,23,03e6066b40eaa37f0757544d2b63c4c7,g,57.4,73.63281170837581,1,0,1758307001.0848548,1758307013.8045523,18,1758306728.7135794,272.3712754249573,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,50,0.7777777777777779,g,TRUE,-20.377777777777787,20.377777777777787,4.3577474785078065
set2,3dp,2,6,24,03e6066b40eaa37f0757544d2b63c4c7,R,52,34.4038745155558,1,0,1758307013.8163028,1758307029.0413532,18,1758306728.7135794,285.10272336006165,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Extra credit,My favorite movie is Top Gun,50,0.6666666666666667,R,TRUE,-14.666666666666671,14.666666666666671,3.8867127136708888
practice,2dd,8,1,1,8d42308697455ccaf7a6f327d2374bf8,y,86,32.30284352321178,10,0,1758308237.4752536,1758308349.9502497,8,1758308237.4362729,0.038980722427368164,practice,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,74.99999999999999,0.6666666666666667,y,TRUE,19.33333333333333,19.33333333333333,4.282316238988505
practice,2dd,1,1,2,8d42308697455ccaf7a6f327d2374bf8,D,7.9,4.430333198979497,4,0,1758308349.9653423,1758308363.4300876,8,1758308237.4362729,112.52906942367554,practice,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.5555555555555556,d,FALSE,-47.65555555555556,47.65555555555556,5.578351723327596
practice,3dd,8,2,3,8d42308697455ccaf7a6f327d2374bf8,y,88.4,40.54388890508562,2,0,1758308363.4419794,1758308383.4968235,8,1758308237.4362729,126.0057065486908,practice,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,74.99999999999999,0.6666666666666667,y,TRUE,21.733333333333334,21.733333333333334,4.450111496656466
practice,3dd,1,2,4,8d42308697455ccaf7a6f327d2374bf8,D,15.5,88.63371824845672,2,0,1758308383.5085714,1758308398.7153854,8,1758308237.4362729,146.07229852676392,practice,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.5555555555555556,d,FALSE,-40.05555555555556,40.05555555555556,5.328425606487287
set1,3dp,2,1,1,8d42308697455ccaf7a6f327d2374bf8,R,89.6,19.7428290033713,2,0,1758308383.5085714,1758308423.4215093,8,1758308237.4362729,146.07229852676392,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.6666666666666667,R,TRUE,22.933333333333323,22.933333333333323,4.5272163330014354
set1,3dp,4,1,2,8d42308697455ccaf7a6f327d2374bf8,h,11.4,75.47247167676687,3,0,1758308423.4331186,1758308461.82887,8,1758308237.4362729,185.9968457221985,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.8888888888888888,h,TRUE,-77.48888888888888,77.48888888888888,6.278242938513456
set1,3dp,8,1,3,8d42308697455ccaf7a6f327d2374bf8,y,20.7,40.687490045093,2,0,1758308461.840818,1758308477.96095,8,1758308237.4362729,224.40454506874084,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,74.99999999999999,0.6666666666666667,y,TRUE,-45.96666666666667,45.96666666666667,5.5264340311074065
set1,3dp,1,1,4,8d42308697455ccaf7a6f327d2374bf8,D,89.2,41.96340229827911,1,0,1758308477.972808,1758308493.0695403,8,1758308237.4362729,240.53653502464294,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.5555555555555556,D,TRUE,33.644444444444446,33.644444444444446,5.077646540035601
set2,2dd,1,2,5,8d42308697455ccaf7a6f327d2374bf8,d,24.4,25.929874018765986,1,0,1758308493.08178,1758308536.866613,8,1758308237.4362729,255.64550709724426,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.5555555555555556,d,TRUE,-31.15555555555556,31.15555555555556,4.967194230618543
set2,2dd,2,2,6,8d42308697455ccaf7a6f327d2374bf8,r,79.1,40.61926722060889,4,0,1758308536.879262,1758308561.8840528,8,1758308237.4362729,299.44298911094666,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.6666666666666667,R,FALSE,12.433333333333323,12.433333333333323,3.650573105989304
set2,2dd,8,2,7,8d42308697455ccaf7a6f327d2374bf8,y,53.9,66.97802415583283,2,0,1758308561.8997362,1758308577.7147794,8,1758308237.4362729,324.463463306427,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,74.99999999999999,0.6666666666666667,y,TRUE,-12.766666666666673,12.766666666666673,3.6883668858405176
set2,2dd,4,2,8,8d42308697455ccaf7a6f327d2374bf8,H,25.9,5.6645342614501715,4,0,1758308577.7293656,1758308601.8506246,8,1758308237.4362729,340.29309272766113,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.8888888888888888,H,TRUE,-62.98888888888889,62.98888888888889,5.9798856155664355
set2,3dp,4,3,9,8d42308697455ccaf7a6f327d2374bf8,H,77.8,94.250688678584993,1,0,1758308601.8619869,1758308623.381439,8,1758308237.4362729,364.4257140159607,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.8888888888888888,H,TRUE,-11.088888888888889,11.088888888888889,3.4872147751508353
set2,3dp,2,3,10,8d42308697455ccaf7a6f327d2374bf8,r,74.6,0.8313640486449003,1,0,1758308623.3930476,1758308645.716935,8,1758308237.4362729,385.9567747116089,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.6666666666666667,R,FALSE,7.933333333333323,7.933333333333323,3.010481483868321
set2,3dp,1,3,11,8d42308697455ccaf7a6f327d2374bf8,Both values are the same,0.1,2.269791020080447,1,0,1758308645.728076,1758308658.4995334,8,1758308237.4362729,408.2918031215668,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.5555555555555556,d,FALSE,-55.455555555555556,55.455555555555556,5.796508349959109
set2,3dp,8,3,12,8d42308697455ccaf7a6f327d2374bf8,y,46.1,63.36279041133821,2,0,1758308658.5104606,1758308706.9154696,8,1758308237.4362729,421.0741877555847,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,74.99999999999999,0.6666666666666667,y,TRUE,-20.56666666666667,20.56666666666667,4.370977950568323
set1,2dd,4,4,13,8d42308697455ccaf7a6f327d2374bf8,h,75.9,42.78804915957153,1,0,1758308706.9284742,1758308725.797579,8,1758308237.4362729,469.4922013282776,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.8888888888888888,h,TRUE,-12.98888888888888,12.98888888888888,3.7130236712743176
set1,2dd,1,4,14,8d42308697455ccaf7a6f327d2374bf8,D,76.8,29.41400313284248,1,0,1758308725.811995,1758308747.4645576,8,1758308237.4362729,488.3757221698761,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.5555555555555556,D,TRUE,21.24444444444444,21.24444444444444,4.417477496677161
set1,2dd,2,4,15,8d42308697455ccaf7a6f327d2374bf8,R,70.4,32.5568528380245,1,0,1758308747.4763927,1758308764.9980717,8,1758308237.4362729,510.0401198863983,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.6666666666666667,R,TRUE,3.7333333333333343,3.7333333333333343,1.9479777876517181
set1,2dd,8,4,16,8d42308697455ccaf7a6f327d2374bf8,y,58.6,94.14227108936757,5,0,1758308765.0096135,1758308791.131202,8,1758308237.4362729,527.5733406543732,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,74.99999999999999,0.6666666666666667,y,TRUE,-8.06666666666667,8.06666666666667,3.034157010732063
set1,3dd,8,5,17,8d42308697455ccaf7a6f327d2374bf8,y,48,12.665077671408653,1,7,1758308791.142897,1758308827.9484422,8,1758308237.4362729,553.7066240310669,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,74.99999999999999,0.6666666666666667,y,TRUE,-18.66666666666667,18.66666666666667,4.232021122534225
set1,3dd,2,5,18,8d42308697455ccaf7a6f327d2374bf8,R,34.7,71.47782274987549,1,5,1758308827.960803,1758308855.6474335,8,1758308237.4362729,590.524530172348,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.6666666666666667,R,TRUE,-31.96666666666667,31.96666666666667,5.004126812188467
set1,3dd,4,5,19,8d42308697455ccaf7a6f327d2374bf8,h,68,77.85112680867314,1,4,1758308855.6624355,1758308877.5270317,8,1758308237.4362729,618.2261626720428,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.8888888888888888,h,TRUE,-20.888888888888886,20.888888888888886,4.393271270774425
set1,3dd,1,5,20,8d42308697455ccaf7a6f327d2374bf8,D,60.3,40.82573037594557,3,3,1758308877.5395043,1758308898.195518,8,1758308237.4362729,640.1032314300537,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.5555555555555556,D,TRUE,4.74444444444444,4.74444444444444,2.283757184429862
set2,3dd,2,6,21,8d42308697455ccaf7a6f327d2374bf8,R,73.5,78.76992337405682,2,2,1758308898.2066035,1758308913.0985644,8,1758308237.4362729,660.7703306674957,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.6666666666666667,R,TRUE,6.833333333333329,6.833333333333329,2.798741791752895
set2,3dd,8,6,22,8d42308697455ccaf7a6f327d2374bf8,y,31.1,56.271139765158296,1,3,1758308913.1100972,1758308929.3480449,8,1758308237.4362729,675.6738243103027,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,74.99999999999999,0.6666666666666667,y,TRUE,-35.56666666666667,35.56666666666667,5.1575153662825235
set2,3dd,1,6,23,8d42308697455ccaf7a6f327d2374bf8,d,74.2,59.35949492268264,1,2,1758308929.3634043,1758308946.5633543,8,1758308237.4362729,691.9271314144135,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.5555555555555556,d,TRUE,18.644444444444446,18.644444444444446,4.230314043452178
set2,3dd,4,6,24,8d42308697455ccaf7a6f327d2374bf8,H,90.2,6.248691468499601,2,3,1758308946.5752282,1758308968.194702,8,1758308237.4362729,709.1389553546906,experiment,TRUE,TRUE,19-25,Female,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.8888888888888888,H,TRUE,1.3111111111111171,1.3111111111111171,0.5221673739852659
practice,2dd,1,1,1,29b75a026732701e743fa6ba0dd02c24,d,84.2381457565352,84.23814575653523,1,0,1758550494.730192,1758550498.7818534,4,1758550494.7056503,0.024541616439819336,practice,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.5555555555555556,d,TRUE,28.682590200979647,28.682590200979647,4.848377076783833
practice,2dd,9,1,2,29b75a026732701e743fa6ba0dd02c24,a,41.3,89.37106502708048,1,0,1758550498.7948873,1758550514.014578,4,1758550494.7056503,4.0892369747161865,practice,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,90,0.5555555555555556,a,TRUE,-14.25555555555556,14.25555555555556,3.8460475065312534
practice,3dd,1,2,3,29b75a026732701e743fa6ba0dd02c24,d,59.1,80.77548791188747,1,0,1758550514.0283432,1758550518.7758145,4,1758550494.7056503,19.32269287109375,practice,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.5555555555555556,d,TRUE,3.5444444444444443,3.5444444444444443,1.8755616549171528
practice,3dd,9,2,4,29b75a026732701e743fa6ba0dd02c24,a,66.6,90.89619601145387,1,0,1758550518.7881186,1758550521.9441824,4,1758550494.7056503,24.082468271255493,practice,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,90,0.5555555555555556,a,TRUE,11.044444444444437,11.044444444444437,3.481485524470685
set1,3dd,9,1,1,29b75a026732701e743fa6ba0dd02c24,A,49.7,50.059999036602676,1,1,1758550518.7881186,1758550535.2220623,4,1758550494.7056503,24.082468271255493,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,90,0.5555555555555556,A,TRUE,-5.855555555555554,5.855555555555554,2.5802795078375587
set1,3dd,3,1,2,29b75a026732701e743fa6ba0dd02c24,g,53.9,49.350291630253196,1,1,1758550535.2335026,1758550543.613968,4,1758550494.7056503,40.527852296829224,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.7777777777777779,g,TRUE,-23.877777777777787,23.877777777777787,4.585129469651485
set1,3dd,8,1,3,29b75a026732701e743fa6ba0dd02c24,y,60.5,63.41995899565518,1,1,1758550543.6284378,1758550548.614543,4,1758550494.7056503,48.92278742790222,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,74.99999999999999,0.6666666666666667,y,TRUE,-6.166666666666671,6.166666666666671,2.653442238603924
set1,3dd,7,1,4,29b75a026732701e743fa6ba0dd02c24,q,22.9,95.2397910412401,1,1,1758550548.626013,1758550559.9441261,4,1758550494.7056503,53.92036271095276,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,64.28571428571428,0.7777777777777779,q,TRUE,-54.87777777777779,54.87777777777779,5.781432575070641
set2,2dd,7,2,5,29b75a026732701e743fa6ba0dd02c24,q,59.7,67.01250846963376,1,0,1758550559.9550188,1758550570.962174,4,1758550494.7056503,65.24936842918396,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,64.28571428571428,0.7777777777777779,q,TRUE,-18.077777777777783,18.077777777777783,4.186086720060467
set2,2dd,3,2,6,29b75a026732701e743fa6ba0dd02c24,g,55.1,0.3257844131439924,1,0,1758550570.9733953,1758550576.5594642,4,1758550494.7056503,76.26774501800537,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.7777777777777779,g,TRUE,-22.677777777777784,22.677777777777784,4.511137675510878
set2,2dd,8,2,7,29b75a026732701e743fa6ba0dd02c24,y,52.6,67.63263759203255,1,0,1758550576.5732222,1758550581.5529015,4,1758550494.7056503,81.86757183074951,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,74.99999999999999,0.6666666666666667,y,TRUE,-14.06666666666667,14.06666666666667,3.826972124070024
set2,2dd,9,2,8,29b75a026732701e743fa6ba0dd02c24,a,79.8,18.220509169623256,1,0,1758550581.5646544,1758550586.4232323,4,1758550494.7056503,86.85900402069092,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,90,0.5555555555555556,a,TRUE,24.24444444444444,24.24444444444444,4.6070014568890825
set1,2dd,9,3,9,29b75a026732701e743fa6ba0dd02c24,a,67.5,94.47117222007364,1,0,1758550586.4362319,1758550592.2466562,4,1758550494.7056503,91.73058152198792,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,90,0.5555555555555556,A,FALSE,11.944444444444443,11.944444444444443,3.593287365372088
set1,2dd,3,3,10,29b75a026732701e743fa6ba0dd02c24,g,15.2,24.38230460975319,1,0,1758550592.2755437,1758550598.1105807,4,1758550494.7056503,97.56989336013794,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.7777777777777779,g,TRUE,-62.57777777777778,62.57777777777778,5.970457451749703
set1,2dd,7,3,11,29b75a026732701e743fa6ba0dd02c24,q,54.5,56.16138391196728,1,0,1758550598.1225908,1758550606.984258,4,1758550494.7056503,103.41694045066833,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,64.28571428571428,0.7777777777777779,q,TRUE,-23.277777777777786,23.277777777777786,4.548607874626909
set1,2dd,8,3,12,29b75a026732701e743fa6ba0dd02c24,y,9.1,10.366582125425339,1,0,1758550606.9964297,1758550613.804853,4,1758550494.7056503,112.29077935218811,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,74.99999999999999,0.6666666666666667,y,TRUE,-57.56666666666667,57.56666666666667,5.850291037208197
set2,3dd,7,4,13,29b75a026732701e743fa6ba0dd02c24,q,61,91.53860171791166,1,2,1758550613.815,1758550622.8719463,4,1758550494.7056503,119.10934972763062,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,64.28571428571428,0.7777777777777779,q,TRUE,-16.777777777777786,16.777777777777786,4.079188451271417
set2,3dd,9,4,14,29b75a026732701e743fa6ba0dd02c24,a,39.4,35.030394908972085,1,0,1758550622.882779,1758550628.9520426,4,1758550494.7056503,128.1771285533905,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,90,0.5555555555555556,a,TRUE,-16.15555555555556,16.15555555555556,4.025078025669022
set2,3dd,8,4,15,29b75a026732701e743fa6ba0dd02c24,y,28.9,77.00533433817327,1,2,1758550628.9628115,1758550639.504015,4,1758550494.7056503,134.2571611404419,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,74.99999999999999,0.6666666666666667,y,TRUE,-37.76666666666667,37.76666666666667,5.243808693136021
set2,3dd,3,4,16,29b75a026732701e743fa6ba0dd02c24,g,9.3,1.400004979223013,1,0,1758550639.5164742,1758550646.2695558,4,1758550494.7056503,144.81082391738892,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Grown Ups,50,0.7777777777777779,g,TRUE,-68.47777777777779,68.47777777777779,6.1001950882692775
practice,2dd,9,1,1,3a151bbd55576da08d9615d9e432f4fc,a,50.8,97.84682497847825,7,0,1758555220.819591,1758555343.8386943,4,1758555220.7802594,0.039331674575805664,practice,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Treasure Planet,90,0.5555555555555556,a,TRUE,-4.75555555555556,4.75555555555556,2.2870453796787027
practice,2dd,7,1,2,3a151bbd55576da08d9615d9e432f4fc,Q,74.1,14.777246140874922,2,0,1758555343.8497002,1758555373.8843238,4,1758555220.7802594,123.0694408416748,practice,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Treasure Planet,64.28571428571428,0.7777777777777779,Q,TRUE,-3.6777777777777914,3.6777777777777914,1.92705363492823
practice,3dd,9,2,3,3a151bbd55576da08d9615d9e432f4fc,a,50.8,5.922259367071092,4,0,1758555373.8955085,1758555411.71683,4,1758555220.7802594,153.1152491569519,practice,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Treasure Planet,90,0.5555555555555556,a,TRUE,-4.75555555555556,4.75555555555556,2.2870453796787027
practice,3dd,7,2,4,3a151bbd55576da08d9615d9e432f4fc,Q,72.5,27.053390024229884,2,0,1758555411.7293096,1758555434.614725,4,1758555220.7802594,190.94905018806458,practice,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Treasure Planet,64.28571428571428,0.7777777777777779,Q,TRUE,-5.277777777777786,5.277777777777786,2.4337013435438815
set1,3dp,8,1,1,3a151bbd55576da08d9615d9e432f4fc,y,71.2,55.69752752780914,5,0,1758555411.7293096,1758555481.9174907,4,1758555220.7802594,190.94905018806458,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Treasure Planet,74.99999999999999,0.6666666666666667,y,TRUE,4.533333333333331,4.533333333333331,2.219813877234671
set1,3dp,7,1,2,3a151bbd55576da08d9615d9e432f4fc,q,89.4,63.991599227301776,1,0,1758555481.9292617,1758555497.26347,4,1758555220.7802594,261.1490023136139,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Treasure Planet,64.28571428571428,0.7777777777777779,q,TRUE,11.62222222222222,11.62222222222222,3.554247748699127
set1,3dp,9,1,3,3a151bbd55576da08d9615d9e432f4fc,A,60.5,98.87958229519427,1,0,1758555497.275591,1758555507.6210237,4,1758555220.7802594,276.4953315258026,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Treasure Planet,90,0.5555555555555556,A,TRUE,4.944444444444443,4.944444444444443,2.3418276523250667
set1,3dp,3,1,4,3a151bbd55576da08d9615d9e432f4fc,g,66.6,77.0016802707687,4,0,1758555507.6330097,1758555522.261907,4,1758555220.7802594,286.8527503013611,experiment,TRUE,TRUE,19-25,Male,Some Undergraduate Courses,Participation credit,Treasure Planet,50,0.7777777777777779,g,TRUE,-11.177777777777791,11.177777777777791,3.4986054687440373
