"","STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08","WT09"
"2221","US1NELA0005","LINCOLN 5.7 S, NE US","2023-09-08",NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2222","US1NELA0005","LINCOLN 5.7 S, NE US","2023-09-11",NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2223","US1NELA0005","LINCOLN 5.7 S, NE US","2023-09-22",NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2224","US1NELA0005","LINCOLN 5.7 S, NE US","2023-10-04",NA,NA,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2225","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-06",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2226","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-07",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2227","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-08",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2228","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-09",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2229","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-10",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2230","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-11",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2231","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-12",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2232","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-13",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2233","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2234","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-15",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2235","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-16",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2236","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-24",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2238","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-26",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2240","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2241","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2242","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-29",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2243","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-30",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2244","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-01-31",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2245","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-01",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2246","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-02",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2247","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-03",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2248","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-04",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2249","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-05",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2250","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-06",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-07",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-08",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-09",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2254","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-10",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2255","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-11",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2256","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-12",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-13",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2258","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2259","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-15",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2260","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2261","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-19",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2262","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-20",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2263","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2264","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2265","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2266","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-24",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2267","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2268","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-26",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2269","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2270","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-02-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-01",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2272","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-02",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2273","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-03",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2274","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-04",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2275","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-05",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2276","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-06",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-07",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2278","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-08",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2279","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-11",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-12",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2281","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-13",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2282","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2283","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2284","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-19",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2285","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-20",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2286","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2287","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2288","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-24",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2290","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2291","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-26",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2292","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2293","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2294","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-29",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2295","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-30",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2296","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-03-31",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2297","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-01",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2298","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-02",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2299","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-03",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2300","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-04",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2301","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-05",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2302","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-06",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2303","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-07",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2304","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-08",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2305","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-09",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2306","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-10",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2307","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-11",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2308","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-12",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2309","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-13",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2310","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2311","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-15",NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2312","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-16",NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2313","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-17",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2314","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2315","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-19",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2316","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-20",NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2317","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2318","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2319","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2320","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-24",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2321","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2322","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-26",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2323","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2324","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2325","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-29",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2326","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-04-30",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2327","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-01",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2328","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-02",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2329","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-03",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2330","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-04",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2331","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-09",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2332","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-10",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2333","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-11",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2334","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-12",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2335","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-13",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2336","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2337","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-29",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2338","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-30",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2339","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-05-31",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2340","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-01",NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2341","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-02",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2342","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-03",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2343","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-04",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2344","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-05",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2345","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-06",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2346","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-07",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2347","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-08",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-09",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2349","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-10",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2350","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-11",NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2351","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-12",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2352","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-13",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2353","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2354","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-15",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2355","US1Lanc4272","LINCOLN 3.83 E, NE US","2023-06-16",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
